%Coating ID SN0207
%x,y,r80Corr
328.641,-52.052,1.00602604187
325.945,-40.629,1.00592644897
331.712,-26.106,1.00622075637
328.187,-13.574,1.00627832225
321.324,-28.112,1.00605952454
317.651,-56.01,1.00579878069
314.618,-14.546,1.00577774727
311.934,-43.513,1.00613508101
306.588,-72.109,1.00635471097
299.901,-59.654,1.00629105271
304.304,-29.971,1.00619361323
294.649,-15.442,1.00582383026
291.42,-46.156,1.00599377282
284.999,-76.365,1.00585464292
281.038,-31.665,1.00572207414
275.726,-62.933,1.00577373427
256.916,-80.058,1.00546424459
264.693,-48.507,1.00581432021
268.61,-16.248,1.00539023636
251.867,-33.159,1.0049909811
245.385,-65.751,1.00566348079
234.703,-97.217,1.005705046
222.716,-83.069,1.00558414124
232.271,-50.527,1.00551776037
237.097,-16.958,1.00535827366
217.445,-34.44,1.00536826601
209.38,-68.032,1.00588442705
196.16,-99.948,1.00547714509
182.589,-85.143,1.00569018972
194.6,-52.143,1.00535237802
200.698,-17.559,1.00455775458
178.239,-35.454,1.00486086345
167.898,-69.546,1.00498719454
151.104,-100.965,1.00531367566
136.399,-85.705,1.0058320957
152.051,-53.205,1.00444510704
160.078,-18.036,1.00449634657
134.885,-36.142,1.00527522768
120.935,-69.822,1.00537461775
98.743,-98.743,1.0056477537
53.339,-104.684,1.00579179375
83.078,-83.078,1.00499541859
104.684,-53.339,1.00485894653
116.044,-18.379,1.00424616654
87.49,-36.239,1.00453141325
66.962,-66.962,1.00527815273
36.239,-87.49,1.00512886913
0,-94.698,1.00535508479
-36.239,-87.49,1.00559800489
-66.962,-66.962,1.00452998537
-87.49,-36.239,1.00438419639
-94.698,0,1.00429519085
-87.49,36.239,1.00373464291
-66.962,66.962,1.00385376423
-36.239,87.49,1.00334614708
0,94.698,1.00384434851
36.239,87.49,1.00355830563
66.962,66.962,1.0037966407
87.49,36.239,1.00429648174
94.698,0,1.00420224186
116.044,18.379,1.00423817305
104.684,53.339,1.00410426378
83.078,83.078,1.00373446412
53.339,104.684,1.00402030252
18.379,116.044,1.00431033244
-18.379,116.044,1.00428885522
-53.339,104.684,1.0049328592
-83.078,83.078,1.00383615073
-104.684,53.339,1.00373624836
-116.044,18.379,1.00434079749
-116.044,-18.379,1.00400588856
-104.684,-53.339,1.00472250711
-83.078,-83.078,1.00527652344
-53.339,-104.684,1.00486286355
-98.743,-98.743,1.00490663665
-120.935,-69.822,1.00524519992
-134.885,-36.142,1.00454016993
-139.643,0,1.00475032695
-134.885,36.142,1.00458947065
-120.935,69.822,1.00448059005
-98.743,98.743,1.00459915354
-69.822,120.935,1.00397227537
69.822,120.935,1.00434782541
98.743,98.743,1.0044392994
120.935,69.822,1.00418815758
134.885,36.142,1.00359421977
139.643,0,1.0044807649
160.078,18.036,1.00423834583
152.051,53.205,1.00425267
